 2022-06-26 21:17:58,367 - 'j'
 2022-06-26 21:18:28,483 - Key.shift
 2022-06-26 21:18:28,595 - 'I'
 2022-06-26 21:18:28,778 - 'n'
 2022-06-26 21:18:29,003 - 't'
 2022-06-26 21:18:29,715 - 'e'
 2022-06-26 21:18:29,955 - 'r'
 2022-06-26 21:18:30,595 - 'v'
 2022-06-26 21:18:30,779 - 'i'
 2022-06-26 21:18:30,923 - 'e'
 2022-06-26 21:18:31,139 - 'w'
 2022-06-26 21:18:31,306 - Key.space
 2022-06-26 21:18:32,538 - Key.shift
 2022-06-26 21:18:32,642 - 'P'
 2022-06-26 21:18:32,986 - 'o'
 2022-06-26 21:18:33,594 - Key.backspace
 2022-06-26 21:18:33,722 - 'r'
 2022-06-26 21:18:33,994 - 'o'
 2022-06-26 21:18:34,618 - 'j'
 2022-06-26 21:18:34,818 - 'e'
 2022-06-26 21:18:35,091 - 'c'
 2022-06-26 21:18:35,307 - 't'
 2022-06-26 21:18:35,547 - Key.space
 2022-06-26 21:18:35,763 - 'b'
 2022-06-26 21:18:35,916 - 'r'
 2022-06-26 21:18:36,107 - 'e'
 2022-06-26 21:18:36,379 - 'a'
 2022-06-26 21:18:36,499 - 'k'
 2022-06-26 21:18:36,851 - Key.space
 2022-06-26 21:18:37,459 - Key.backspace
 2022-06-26 21:18:37,715 - 'd'
 2022-06-26 21:18:37,915 - 'o'
 2022-06-26 21:18:38,163 - 'w'
 2022-06-26 21:18:38,339 - 'n'
 2022-06-26 21:19:09,104 - 'p'
 2022-06-26 21:19:09,463 - 'r'
 2022-06-26 21:19:09,622 - 'o'
 2022-06-26 21:19:10,055 - 'j'
 2022-06-26 21:19:23,824 - 'p'
 2022-06-26 21:19:24,035 - 'r'
 2022-06-26 21:19:24,419 - 'o'
 2022-06-26 21:19:24,858 - 'j'
 2022-06-26 21:19:25,427 - 'e'
 2022-06-26 21:19:29,603 - 'c'
 2022-06-26 21:19:33,778 - 't'
 2022-06-26 21:19:47,732 - 'p'
 2022-06-26 21:19:48,075 - 'r'
 2022-06-26 21:19:48,283 - 'o'
 2022-06-26 21:19:48,571 - 'j'
 2022-06-26 21:19:48,799 - 'e'
 2022-06-26 21:20:08,119 - Key.right
 2022-06-26 21:20:08,918 - 'c'
 2022-06-26 21:20:09,167 - 't'
 2022-06-26 21:20:24,007 - Key.right
 2022-06-26 21:20:24,683 - Key.backspace
 2022-06-26 21:20:39,170 - Key.right
 2022-06-26 21:20:40,019 - 't'
 2022-06-26 21:20:40,211 - 's'
 2022-06-26 21:20:55,375 - Key.enter
 2022-06-26 21:20:55,530 - Key.enter
 2022-06-26 21:21:06,887 - Key.enter
 2022-06-26 21:21:17,607 - Key.enter
 2022-06-26 21:21:17,798 - Key.enter
 2022-06-26 21:21:18,647 - Key.shift
 2022-06-26 21:21:18,767 - 'K'
 2022-06-26 21:21:19,094 - 'e'
 2022-06-26 21:21:19,214 - 'y'
 2022-06-26 21:21:19,663 - 'l'
 2022-06-26 21:21:19,871 - 'o'
 2022-06-26 21:21:20,551 - 'g'
 2022-06-26 21:21:20,695 - 'g'
 2022-06-26 21:21:20,974 - 'e'
 2022-06-26 21:21:21,199 - 'r'
 2022-06-26 21:21:22,182 - Key.shift
 2022-06-26 21:21:22,303 - ':'
 2022-06-26 21:21:22,991 - Key.enter
 2022-06-26 21:22:08,326 - Key.enter
 2022-06-26 21:22:09,454 - Key.shift
 2022-06-26 21:22:23,438 - Key.shift
 2022-06-26 21:22:23,582 - 'S'
 2022-06-26 21:22:23,974 - 't'
 2022-06-26 21:22:24,079 - 'a'
 2022-06-26 21:22:24,198 - 'r'
 2022-06-26 21:22:24,406 - 't'
 2022-06-26 21:22:24,534 - 'e'
 2022-06-26 21:22:24,750 - 'd'
 2022-06-26 21:22:24,878 - Key.space
 2022-06-26 21:22:25,238 - 'o'
 2022-06-26 21:22:25,390 - 'f'
 2022-06-26 21:22:25,534 - 'f'
 2022-06-26 21:22:25,702 - Key.space
 2022-06-26 21:22:26,342 - 'b'
 2022-06-26 21:22:26,598 - 'y'
 2022-06-26 21:22:26,893 - Key.space
 2022-06-26 21:22:27,142 - 'i'
 2022-06-26 21:22:27,390 - 'm'
 2022-06-26 21:22:27,406 - ','
 2022-06-26 21:22:28,054 - Key.backspace
 2022-06-26 21:22:28,431 - 'p'
 2022-06-26 21:22:28,623 - 'o'
 2022-06-26 21:22:28,926 - 'r'
 2022-06-26 21:22:29,118 - 't'
 2022-06-26 21:22:29,238 - 'i'
 2022-06-26 21:22:29,398 - 'n'
 2022-06-26 21:22:29,558 - 'g'
 2022-06-26 21:22:29,574 - 'h'
 2022-06-26 21:22:30,302 - Key.backspace
 2022-06-26 21:22:31,014 - Key.space
 2022-06-26 21:22:31,582 - 't'
 2022-06-26 21:22:31,726 - 'h'
 2022-06-26 21:22:31,934 - 'e'
 2022-06-26 21:22:32,086 - Key.space
 2022-06-26 21:22:32,286 - 'n'
 2022-06-26 21:22:32,406 - 'e'
 2022-06-26 21:22:32,622 - 's'
 2022-06-26 21:22:32,990 - 's'
 2022-06-26 21:22:33,502 - 'c'
 2022-06-26 21:22:33,798 - 'a'
 2022-06-26 21:22:34,182 - 'r'
 2022-06-26 21:22:34,318 - 'y'
 2022-06-26 21:22:34,558 - Key.space
 2022-06-26 21:22:34,854 - 'l'
 2022-06-26 21:22:35,166 - 'i'
 2022-06-26 21:22:35,718 - 'b'
 2022-06-26 21:22:35,831 - 'a'
 2022-06-26 21:22:36,163 - 'r'
 2022-06-26 21:22:36,290 - 'i'
 2022-06-26 21:22:36,390 - 'e'
 2022-06-26 21:22:36,638 - 's'
 2022-06-26 21:22:36,830 - Key.space
 2022-06-26 21:22:37,054 - 'n'
 2022-06-26 21:22:37,318 - 'e'
 2022-06-26 21:22:37,494 - 'e'
 2022-06-26 21:22:37,719 - 'd'
 2022-06-26 21:22:37,898 - 'e'
 2022-06-26 21:22:38,130 - 'd'
 2022-06-26 21:22:48,322 - Key.left
 2022-06-26 21:22:49,026 - Key.space
 2022-06-26 21:22:49,450 - 'i'
 2022-06-26 21:22:49,659 - 'n'
 2022-06-26 21:22:49,866 - Key.space
 2022-06-26 21:22:50,291 - 'p'
 2022-06-26 21:22:51,443 - 'y'
 2022-06-26 21:22:52,250 - 't'
 2022-06-26 21:22:52,339 - 'h'
 2022-06-26 21:22:52,530 - 'o'
 2022-06-26 21:22:52,722 - 'n'
 2022-06-26 21:23:11,566 - Key.enter
 2022-06-26 21:24:20,390 - ','
 2022-06-26 21:24:20,838 - Key.space
 2022-06-26 21:24:21,502 - Key.shift
 2022-06-26 21:24:21,591 - 'I'
 2022-06-26 21:24:21,918 - Key.space
 2022-06-26 21:24:22,270 - 'l'
 2022-06-26 21:24:22,710 - Key.backspace
 2022-06-26 21:24:22,894 - 'a'
 2022-06-26 21:24:23,054 - 'l'
 2022-06-26 21:24:23,207 - 's'
 2022-06-26 21:24:23,334 - 'o'
 2022-06-26 21:24:23,622 - Key.space
 2022-06-26 21:24:23,847 - 'd'
 2022-06-26 21:24:23,951 - 'o'
 2022-06-26 21:24:24,126 - 'w'
 2022-06-26 21:24:24,270 - 'n'
 2022-06-26 21:24:24,278 - 'b'
 2022-06-26 21:24:24,942 - Key.backspace
 2022-06-26 21:24:25,462 - 'l'
 2022-06-26 21:24:25,638 - 'o'
 2022-06-26 21:24:25,743 - 'a'
 2022-06-26 21:24:25,998 - 'd'
 2022-06-26 21:24:26,198 - 'e'
 2022-06-26 21:24:26,438 - 'd'
 2022-06-26 21:24:26,870 - Key.space
 2022-06-26 21:24:27,263 - 't'
 2022-06-26 21:24:27,510 - 'h'
 2022-06-26 21:24:27,902 - 'e'
 2022-06-26 21:24:28,182 - Key.space
 2022-06-26 21:24:28,501 - 'l'
 2022-06-26 21:24:28,606 - 'a'
 2022-06-26 21:24:28,854 - 's'
 2022-06-26 21:24:30,261 - Key.backspace
 2022-06-26 21:24:30,677 - 't'
 2022-06-26 21:24:30,749 - 'e'
 2022-06-26 21:24:30,981 - 's'
 2022-06-26 21:24:31,086 - 't'
 2022-06-26 21:24:31,433 - Key.space
 2022-06-26 21:24:31,830 - 'p'
 2022-06-26 21:24:31,998 - 'y'
 2022-06-26 21:24:32,206 - 't'
 2022-06-26 21:24:32,278 - 'h'
 2022-06-26 21:24:32,471 - 'o'
 2022-06-26 21:24:32,658 - 'n'
 2022-06-26 21:24:32,890 - Key.space
 2022-06-26 21:24:33,150 - 'v'
 2022-06-26 21:24:33,427 - 'e'
 2022-06-26 21:24:33,607 - 'r'
 2022-06-26 21:24:33,926 - 's'
 2022-06-26 21:24:34,039 - 'i'
 2022-06-26 21:24:34,230 - 'o'
 2022-06-26 21:24:34,423 - 'n'
 2022-06-26 21:24:36,954 - Key.space
 2022-06-26 21:24:37,071 - 'f'
 2022-06-26 21:24:37,322 - 'r'
 2022-06-26 21:24:37,474 - 'o'
 2022-06-26 21:24:38,742 - Key.backspace
 2022-06-26 21:24:38,938 - Key.backspace
 2022-06-26 21:24:39,458 - Key.backspace
 2022-06-26 21:24:47,858 - Key.enter
 2022-06-26 21:24:48,194 - 'c'
 2022-06-26 21:24:48,603 - 'r'
 2022-06-26 21:24:48,851 - 'e'
 2022-06-26 21:24:49,210 - 'a'
 2022-06-26 21:24:49,330 - 't'
 2022-06-26 21:24:49,610 - 'e'
 2022-06-26 21:24:49,842 - 'd'
 2022-06-26 21:24:49,922 - Key.space
 2022-06-26 21:24:50,730 - 'm'
 2022-06-26 21:24:50,882 - 'y'
 2022-06-26 21:24:51,082 - Key.space
 2022-06-26 21:24:51,330 - 's'
 2022-06-26 21:24:51,577 - 'c'
 2022-06-26 21:24:51,802 - 'r'
 2022-06-26 21:24:51,930 - 'i'
 2022-06-26 21:24:52,195 - 'p'
 2022-06-26 21:24:52,362 - 't'
 2022-06-26 21:24:52,577 - Key.space
 2022-06-26 21:24:52,794 - 'i'
 2022-06-26 21:24:52,994 - 'n'
 2022-06-26 21:24:53,682 - Key.space
 2022-06-26 21:24:56,906 - Key.shift
 2022-06-26 21:24:57,034 - 'V'
 2022-06-26 21:24:57,556 - Key.shift_r
 2022-06-26 21:24:57,674 - 'S'
 2022-06-26 21:24:58,218 - Key.space
 2022-06-26 21:25:00,882 - Key.backspace
 2022-06-26 21:25:03,066 - '.'
 2022-06-26 21:25:18,118 - Key.backspace
 2022-06-26 21:25:20,542 - Key.down
 2022-06-26 21:25:21,271 - Key.up
 2022-06-26 21:25:21,807 - Key.right
 2022-06-26 21:25:22,654 - Key.backspace
 2022-06-26 21:25:23,766 - Key.down
 2022-06-26 21:25:29,958 - Key.backspace
 2022-06-26 21:25:33,958 - Key.enter
 2022-06-26 21:26:19,702 - Key.space
 2022-06-26 21:26:20,429 - Key.shift_r
 2022-06-26 21:26:20,558 - '#'
 2022-06-26 21:26:23,470 - Key.shift
 2022-06-26 21:26:23,566 - 'I'
 2022-06-26 21:26:23,862 - 'm'
 2022-06-26 21:26:24,238 - 'p'
 2022-06-26 21:26:24,494 - 'o'
 2022-06-26 21:26:25,446 - 'r'
 2022-06-26 21:26:25,742 - 't'
 2022-06-26 21:26:26,686 - Key.space
 2022-06-26 21:26:27,358 - 'l'
 2022-06-26 21:26:27,578 - 'i'
 2022-06-26 21:26:27,830 - 'b'
 2022-06-26 21:26:27,982 - 'a'
 2022-06-26 21:26:28,270 - 'r'
 2022-06-26 21:26:28,422 - 'i'
 2022-06-26 21:26:28,478 - 'e'
 2022-06-26 21:26:28,694 - 's'
 2022-06-26 21:26:28,901 - Key.space
 2022-06-26 21:26:29,166 - 'n'
 2022-06-26 21:26:32,063 - 'e'
 2022-06-26 21:26:32,262 - 'e'
 2022-06-26 21:26:32,638 - 'd'
 2022-06-26 21:26:32,906 - 'e'
 2022-06-26 21:26:33,206 - 'd'
 2022-06-26 21:26:43,849 - Key.space
 2022-06-26 21:26:44,018 - 'f'
 2022-06-26 21:26:44,153 - 'o'
 2022-06-26 21:26:44,266 - 'r'
 2022-06-26 21:26:44,418 - Key.space
 2022-06-26 21:26:44,602 - 'c'
 2022-06-26 21:26:44,778 - 'o'
 2022-06-26 21:26:45,098 - 'd'
 2022-06-26 21:26:45,330 - 'e'
 2022-06-26 21:26:45,506 - Key.space
 2022-06-26 21:26:45,874 - 't'
 2022-06-26 21:26:46,122 - 'o'
 2022-06-26 21:26:46,450 - Key.space
 2022-06-26 21:26:46,570 - 'w'
 2022-06-26 21:26:46,722 - 'o'
 2022-06-26 21:26:46,898 - 'r'
 2022-06-26 21:26:47,026 - 'k'
 2022-06-26 21:28:22,966 - Key.shift_r
 2022-06-26 21:28:23,093 - 'C'
 2022-06-26 21:28:23,350 - 'r'
 2022-06-26 21:28:23,551 - 'e'
 2022-06-26 21:28:23,870 - 'a'
 2022-06-26 21:28:24,061 - 'r'
 2022-06-26 21:28:24,342 - 'e'
 2022-06-26 21:28:25,030 - '='
 2022-06-26 21:28:25,206 - '='
 2022-06-26 21:28:25,838 - Key.backspace
 2022-06-26 21:28:26,046 - Key.backspace
 2022-06-26 21:28:26,222 - Key.backspace
 2022-06-26 21:28:28,294 - '='
 2022-06-26 21:28:29,262 - Key.backspace
 2022-06-26 21:28:29,470 - Key.backspace
 2022-06-26 21:28:30,383 - 't'
 2022-06-26 21:28:30,558 - 'e'
 2022-06-26 21:28:30,774 - 'd'
 2022-06-26 21:28:30,910 - Key.space
 2022-06-26 21:29:06,038 - 'p'
 2022-06-26 21:29:06,237 - 'y'
 2022-06-26 21:29:15,038 - Key.right
 2022-06-26 21:29:15,862 - Key.space
 2022-06-26 21:29:16,102 - '3'
 2022-06-26 21:29:16,590 - '.'
 2022-06-26 21:29:17,679 - '1'
 2022-06-26 21:29:17,909 - '9'
 2022-06-26 21:29:18,734 - Key.backspace
 2022-06-26 21:29:19,286 - '0'
 2022-06-26 21:29:47,866 - Key.enter
 2022-06-26 21:30:55,626 - Key.backspace
 2022-06-26 21:30:56,354 - Key.shift
 2022-06-26 21:30:56,426 - 'I'
 2022-06-26 21:30:56,633 - Key.space
 2022-06-26 21:30:56,737 - 'c'
 2022-06-26 21:30:57,001 - 'a'
 2022-06-26 21:30:57,137 - 'n'
 2022-06-26 21:30:57,362 - Key.space
 2022-06-26 21:30:57,689 - 'l'
 2022-06-26 21:30:57,841 - 'a'
 2022-06-26 21:30:58,066 - 't'
 2022-06-26 21:30:58,250 - 'e'
 2022-06-26 21:30:58,450 - 'r'
 2022-06-26 21:30:58,625 - Key.space
 2022-06-26 21:30:59,297 - 'r'
 2022-06-26 21:30:59,474 - 'e'
 2022-06-26 21:30:59,714 - 't'
 2022-06-26 21:31:00,002 - 'r'
 2022-06-26 21:31:00,337 - 'i'
 2022-06-26 21:31:00,539 - 'e'
 2022-06-26 21:31:00,690 - 'v'
 2022-06-26 21:31:00,834 - 'e'
 2022-06-26 21:31:28,766 - Key.shift
 2022-06-26 21:31:28,837 - 'L'
 2022-06-26 21:31:29,126 - 'i'
 2022-06-26 21:31:29,334 - 'n'
 2022-06-26 21:31:29,629 - 'e'
 2022-06-26 21:31:29,885 - 's'
 2022-06-26 21:31:30,253 - Key.space
 2022-06-26 21:31:30,669 - '1'
 2022-06-26 21:31:31,061 - '-'
 2022-06-26 21:31:31,622 - '2'
 2022-06-26 21:31:32,205 - Key.space
 2022-06-26 21:31:33,557 - Key.enter
 2022-06-26 21:31:42,405 - Key.enter
 2022-06-26 21:31:45,813 - Key.shift
 2022-06-26 21:31:45,910 - 'L'
 2022-06-26 21:31:46,173 - 'i'
 2022-06-26 21:31:46,381 - 'n'
 2022-06-26 21:31:46,581 - 'e'
 2022-06-26 21:31:47,518 - '4'
 2022-06-26 21:32:04,809 - Key.space
 2022-06-26 21:32:05,897 - Key.enter
 2022-06-26 21:32:07,753 - Key.shift
 2022-06-26 21:32:07,898 - 'I'
 2022-06-26 21:32:08,617 - Key.space
 2022-06-26 21:32:08,929 - 'm'
 2022-06-26 21:32:09,082 - 'a'
 2022-06-26 21:32:09,385 - 'd'
 2022-06-26 21:32:10,546 - 'e'
 2022-06-26 21:32:11,185 - Key.space
 2022-06-26 21:32:12,834 - 'b'
 2022-06-26 21:32:12,946 - 'a'
 2022-06-26 21:32:13,185 - 's'
 2022-06-26 21:32:13,322 - 'i'
 2022-06-26 21:32:13,513 - 'c'
 2022-06-26 21:32:13,697 - Key.space
 2022-06-26 21:32:13,930 - 'c'
 2022-06-26 21:32:14,010 - 'o'
 2022-06-26 21:32:14,186 - 'n'
 2022-06-26 21:32:14,642 - 'f'
 2022-06-26 21:32:14,761 - 'i'
 2022-06-26 21:32:14,890 - 'g'
 2022-06-26 21:32:15,082 - 'u'
 2022-06-26 21:32:15,378 - 'a'
 2022-06-26 21:32:15,961 - 't'
 2022-06-26 21:32:16,058 - 'i'
 2022-06-26 21:32:16,282 - 'o'
 2022-06-26 21:32:16,570 - 'n'
 2022-06-26 21:32:16,769 - 's'
 2022-06-26 21:32:22,321 - Key.left
 2022-06-26 21:32:22,822 - Key.left
 2022-06-26 21:32:22,870 - Key.left
 2022-06-26 21:32:22,899 - Key.left
 2022-06-26 21:32:22,930 - Key.left
 2022-06-26 21:32:22,962 - Key.left
 2022-06-26 21:32:22,993 - Key.left
 2022-06-26 21:32:23,023 - Key.left
 2022-06-26 21:32:23,056 - Key.left
 2022-06-26 21:32:23,100 - Key.left
 2022-06-26 21:32:23,132 - Key.left
 2022-06-26 21:32:23,164 - Key.left
 2022-06-26 21:32:23,195 - Key.left
 2022-06-26 21:32:23,226 - Key.left
 2022-06-26 21:32:23,256 - Key.left
 2022-06-26 21:32:23,288 - Key.left
 2022-06-26 21:32:23,318 - Key.left
 2022-06-26 21:32:23,350 - Key.left
 2022-06-26 21:32:25,002 - Key.left
 2022-06-26 21:32:25,345 - Key.left
 2022-06-26 21:32:25,933 - Key.backspace
 2022-06-26 21:32:26,105 - Key.backspace
 2022-06-26 21:32:26,289 - Key.backspace
 2022-06-26 21:32:26,473 - Key.backspace
 2022-06-26 21:32:27,222 - 'c'
 2022-06-26 21:32:27,513 - 'e'
 2022-06-26 21:32:28,385 - Key.backspace
 2022-06-26 21:32:28,562 - 'r'
 2022-06-26 21:32:30,697 - 'e'
 2022-06-26 21:32:30,929 - 'a'
 2022-06-26 21:32:31,065 - 't'
 2022-06-26 21:32:31,269 - 'e'
 2022-06-26 21:32:31,517 - 'd'
 2022-06-26 21:32:43,589 - Key.space
 2022-06-26 21:32:43,750 - 'f'
 2022-06-26 21:32:43,877 - 'o'
 2022-06-26 21:32:44,062 - 'r'
 2022-06-26 21:32:44,437 - Key.space
 2022-06-26 21:32:44,815 - 't'
 2022-06-26 21:32:44,934 - 'h'
 2022-06-26 21:32:45,101 - 'e'
 2022-06-26 21:32:45,245 - Key.space
 2022-06-26 21:32:45,518 - 'l'
 2022-06-26 21:32:45,718 - 'o'
 2022-06-26 21:32:45,869 - 'g'
 2022-06-26 21:32:46,037 - 'g'
 2022-06-26 21:32:46,197 - 'i'
 2022-06-26 21:32:46,390 - 'n'
 2022-06-26 21:32:46,557 - 'g'
 2022-06-26 21:32:46,693 - Key.space
 2022-06-26 21:32:46,982 - 's'
 2022-06-26 21:32:47,133 - 'y'
 2022-06-26 21:32:47,254 - 's'
 2022-06-26 21:32:47,366 - 't'
 2022-06-26 21:32:47,606 - 'e'
 2022-06-26 21:32:49,037 - 'm'
 2022-06-26 21:32:57,710 - '\\'
 2022-06-26 21:32:57,942 - 's'
 2022-06-26 21:32:58,325 - 'p'
 2022-06-26 21:32:58,430 - 'e'
 2022-06-26 21:32:58,670 - 'c'
 2022-06-26 21:32:58,793 - 'i'
 2022-06-26 21:32:58,933 - 'f'
 2022-06-26 21:32:59,118 - 'y'
 2022-06-26 21:33:06,361 - Key.space
 2022-06-26 21:33:06,706 - 'i'
 2022-06-26 21:33:06,842 - 'n'
 2022-06-26 21:33:06,993 - 'd'
 2022-06-26 21:33:07,161 - 'i'
 2022-06-26 21:33:07,273 - 'c'
 2022-06-26 21:33:07,602 - 'a'
 2022-06-26 21:33:07,897 - 't'
 2022-06-26 21:33:08,017 - 'e'
 2022-06-26 21:33:19,601 - 'a'
 2022-06-26 21:33:19,769 - 'n'
 2022-06-26 21:33:19,993 - 'd'
 2022-06-26 21:33:20,169 - Key.space
 2022-06-26 21:33:22,563 - Key.right
 2022-06-26 21:33:23,073 - Key.right
 2022-06-26 21:33:23,103 - Key.right
 2022-06-26 21:33:23,134 - Key.right
 2022-06-26 21:33:23,167 - Key.right
 2022-06-26 21:33:23,198 - Key.right
 2022-06-26 21:33:23,697 - Key.right
 2022-06-26 21:33:24,170 - Key.right
 2022-06-26 21:33:24,905 - Key.space
 2022-06-26 21:33:25,121 - 'w'
 2022-06-26 21:33:25,241 - 'h'
 2022-06-26 21:33:25,417 - 'e'
 2022-06-26 21:33:25,617 - 'r'
 2022-06-26 21:33:25,841 - 'e'
 2022-06-26 21:33:26,033 - Key.space
 2022-06-26 21:33:26,749 - 't'
 2022-06-26 21:33:26,969 - 'h'
 2022-06-26 21:33:28,481 - Key.backspace
 2022-06-26 21:33:28,657 - Key.backspace
 2022-06-26 21:33:28,873 - Key.backspace
 2022-06-26 21:33:29,057 - Key.backspace
 2022-06-26 21:33:29,217 - Key.backspace
 2022-06-26 21:33:29,384 - Key.backspace
 2022-06-26 21:33:29,553 - Key.backspace
 2022-06-26 21:33:29,713 - Key.backspace
 2022-06-26 21:33:30,498 - 't'
 2022-06-26 21:33:30,621 - 'h'
 2022-06-26 21:33:30,829 - 'e'
 2022-06-26 21:33:31,033 - Key.space
 2022-06-26 21:33:31,389 - 'f'
 2022-06-26 21:33:31,506 - 'i'
 2022-06-26 21:33:31,734 - 'l'
 2022-06-26 21:33:31,982 - 'e'
 2022-06-26 21:33:32,165 - Key.space
 2022-06-26 21:33:32,389 - 'n'
 2022-06-26 21:33:32,485 - 'a'
 2022-06-26 21:33:32,646 - 'm'
 2022-06-26 21:33:32,821 - 'e'
 2022-06-26 21:33:33,005 - Key.space
 2022-06-26 21:33:33,174 - 'w'
 2022-06-26 21:33:33,318 - 'h'
 2022-06-26 21:33:33,478 - 'e'
 2022-06-26 21:33:33,685 - 'r'
 2022-06-26 21:33:33,910 - 'e'
 2022-06-26 21:33:34,037 - Key.space
 2022-06-26 21:33:34,766 - 'k'
 2022-06-26 21:33:34,941 - 'e'
 2022-06-26 21:33:35,157 - 'y'
 2022-06-26 21:33:35,477 - Key.space
 2022-06-26 21:33:35,597 - 's'
 2022-06-26 21:33:36,150 - 't'
 2022-06-26 21:33:36,365 - 'r'
 2022-06-26 21:33:36,469 - 'o'
 2022-06-26 21:33:36,605 - 'k'
 2022-06-26 21:33:36,749 - 'e'
